iter	RMSE
319	87.13307582
320	87.10869229
321	87.06202048
322	87.05668191
323	87.00267089
324	86.93119819
325	86.92484283
326	86.9044604
327	86.83953045
328	86.79679831
329	86.76149746
330	86.75581335
331	86.71467605
332	86.63254842
333	86.5740423
334	86.52337794
335	86.50154167
336	86.45948091
337	86.45474116
338	86.38761606
339	86.36626949
340	86.27027932
341	86.26533331
342	86.21397446
343	86.19269471
344	86.17405414
345	86.16865262
346	86.09812504
347	86.06032955
348	86.00196101
349	85.95540478
350	85.8851763
351	85.809487
352	85.75820349
353	85.64343523
354	85.56561503
355	85.48491205
356	85.47500436
357	85.42352369
358	85.34558892
359	85.28407299
360	85.20632502
361	85.20271968
362	85.1641038
363	85.14002016
364	85.13529158
365	85.07364404
366	84.98603958
367	84.9196646
368	84.81995303
369	84.74569749
370	84.67219858
371	84.62567317
372	84.62134199
373	84.57798477
374	84.52048081
375	84.48127947
376	84.44199407
377	84.3999752
378	84.30584158
379	84.26783754
380	84.19920475
381	84.18771525
382	84.13821678
383	84.05790418
384	84.01705516
385	83.96777814
386	83.88471412
387	83.84730563
388	83.8360094
389	83.77339958
390	83.71218316
391	83.70393731
392	83.65877069
393	83.62460806
394	83.5749893
395	83.57042594
396	83.53085393
397	83.46179649
398	83.39405366
399	83.33961674
400	83.32880714
401	83.28252409
402	83.2445235
403	83.23390065
404	83.19357909
405	83.12110462
406	83.06283169
407	83.02509022
408	83.02051408
409	82.97027354
410	82.89045366
411	82.88541693
412	82.81812302
413	82.75190165
414	82.73789113
415	82.72758166
416	82.66788273
417	82.62383543
418	82.55579104
419	82.50315532
420	82.49284388
421	82.43508684
422	82.37935233
423	82.28802005
424	82.21856139
425	82.16944661
426	82.11341702
427	82.0361391
428	81.98885475
429	81.92925223
430	81.88116867
431	81.84722432
432	81.81683059
433	81.77845906
434	81.76715363
435	81.76020229
436	81.68844688
437	81.64160642
438	81.63399042
439	81.57432778
440	81.51678546
441	81.46264106
442	81.39498078
443	81.32219683
444	81.26685794
445	81.19432763
446	81.15426595
447	81.05889459
448	81.01435806
449	80.92226923
450	80.91417403
451	80.8641991
452	80.83596315
453	80.78687805
454	80.73728614
455	80.67604802
456	80.6687725
457	80.63118777
458	80.5831563
459	80.5199619
460	80.47510877
461	80.4660006
462	80.45888473
463	80.40417309
464	80.35892629
465	80.30810505
466	80.30607111
467	80.29144569
468	80.28206272
469	80.22758982
470	80.17767476
471	80.13236871
472	80.12908749
473	80.08277195
474	80.08080802
475	80.01189792
476	79.9190838
477	79.91712002
478	79.86169551
479	79.85255489
480	79.81060489
481	79.73779095
482	79.71247248
483	79.67973825
484	79.65372433
485	79.64759576
486	79.59411455
487	79.56431645
488	79.50210669
489	79.50021904
490	79.46364567
491	79.39276805
492	79.33587552
493	79.28465083
494	79.23636628
495	79.16714905
496	79.15831428
497	79.10719721
498	79.06009822
499	78.99837092
500	78.91676776
501	78.85840878
502	78.85478419
503	78.81013739
504	78.76624091
505	78.67854146
506	78.5920715
507	78.55628849
508	78.50516457
509	78.43869547
510	78.41021289
511	78.33066777
512	78.24964976
513	78.21582622
514	78.17616947
515	78.0979518
516	78.02115768
517	78.01241354
518	77.97423288
519	77.93292293
520	77.87049458
521	77.86698568
522	77.8133465
523	77.76433115
524	77.72960548
525	77.68615837
526	77.65660673
527	77.59470196
528	77.53343422
529	77.53171357
530	77.52045676
531	77.46554196
532	77.38087267
533	77.35977463
534	77.33826407
535	77.3044153
536	77.27805002
537	77.22866739
538	77.19264192
539	77.18689557
540	77.15907036
541	77.15362509
542	77.11839329
543	77.11312269
544	77.03728908
545	76.98256031
546	76.97724175
547	76.89763198
548	76.86004353
549	76.81151475
550	76.79573961
551	76.794618
552	76.78442745
553	76.75275643
554	76.70499518
555	76.64990433
556	76.64472859
557	76.60467319
558	76.55116093
559	76.49148789
560	76.48834486
561	76.42883426
562	76.39589491
563	76.39333003
564	76.31979472
565	76.26411339
566	76.20676138
567	76.19547659
568	76.18567846
569	76.15055219
570	76.1201653
571	76.068115
572	76.05694775
573	75.99178898
574	75.98691156
575	75.91603884
576	75.91125609
577	75.9087386
578	75.87870706
579	75.80699294
580	75.78584662
581	75.76612087
582	75.7256719
583	75.66081446
584	75.65316034
585	75.61827656
586	75.58510905
587	75.53976783
588	75.50301382
589	75.48327282
590	75.47249668
591	75.42917739
592	75.39844506
593	75.39381903
594	75.34416928
595	75.325593
596	75.29052518
597	75.25353111
598	75.19303525
599	75.1623222
600	75.13121703
601	75.07571578
602	75.07424171
603	75.03698228
604	75.01475214
605	74.95074451
606	74.94732804
607	74.91419649
608	74.87200883
609	74.8345284
610	74.83017181
611	74.79334193
612	74.76047955
613	74.75647592
614	74.72504958
615	74.7222259
616	74.71405836
617	74.6559006
618	74.57817353
619	74.53460818
620	74.49799413
621	74.4736062
622	74.47233823
623	74.46855668
624	74.43674175
625	74.40362761
626	74.35359746
627	74.31625542
628	74.31398874
629	74.30992131
630	74.28533461
631	74.23369734
632	74.22128989
633	74.20920702
634	74.18172975
635	74.16099703
636	74.10905181
637	74.06102353
638	73.98586397
639	73.95956011
640	73.88615149
641	73.86102024
642	73.85165768
643	73.84945293
644	73.83020548
645	73.82486257
646	73.79942009
647	73.77557397
648	73.74738058
649	73.6757292
650	73.67457419
651	73.61812642
652	73.57586521
653	73.52721827
654	73.49701058
655	73.46860412
656	73.42947114
657	73.38858027
658	73.36699553
659	73.33949506
660	73.29086894
661	73.23810949
662	73.18152141
663	73.17765474
664	73.13239561
665	73.10155822
666	73.09928829
667	73.06025141
668	73.0565031
669	73.05442528
670	73.01871197
671	73.01504948
672	72.98458695
673	72.95558742
674	72.95197643
675	72.93578196
676	72.89946817
677	72.89149598
678	72.88794764
679	72.88304657
680	72.86159065
681	72.83832915
682	72.80139155
683	72.78568425
684	72.77448055
685	72.76476131
686	72.76422768
687	72.75328526
688	72.73399468
689	72.70343593
690	72.69933916
691	72.6669006
692	72.64537603
693	72.59302522
694	72.55518991
695	72.5533345
696	72.55284956
697	72.55236837
698	72.53866066
699	72.52427645
700	72.51978249
701	72.49336712
702	72.46114083
703	72.40559025
704	72.36183059
705	72.32948249
706	72.29631844
707	72.27103783
708	72.27056977
709	72.26320091
710	72.2309401
711	72.22244581
712	72.22192842
713	72.18772647
714	72.15175376
715	72.10744932
716	72.08321555
717	72.04128662
718	72.01549006
719	71.98762386
720	71.941518
721	71.90548417
722	71.90312177
723	71.8922494
724	71.89173849
725	71.85390871
726	71.78634423
727	71.74304029
728	71.72685114
729	71.7249614
730	71.72446586
731	71.66990056
732	71.66778773
733	71.66526261
734	71.57665713
735	71.56753178
736	71.56704964
737	71.55019769
738	71.54134972
739	71.54086172
740	71.52841863
741	71.52798255
742	71.52004877
743	71.51961513
744	71.51925256
745	71.48799316
746	71.46067042
747	71.42393889
748	71.37750644
749	71.37707029
750	71.36470674
751	71.32652187
752	71.32157216
753	71.31837322
754	71.31647807
755	71.29329731
756	71.29146479
757	71.26810906
758	71.24203297
759	71.23291772
760	71.22277721
761	71.19825066
762	71.14767843
763	71.10095536
764	71.05691916
765	71.0106793
766	71.00730757
767	70.96084664
768	70.94693041
769	70.94518502
770	70.94100408
771	70.937058
772	70.89605528
773	70.8922828
774	70.85154544
775	70.79955732
776	70.76642162
777	70.74201177
778	70.71643517
779	70.65872492
780	70.62617726
781	70.62577097
782	70.59975284
783	70.57210883
784	70.52462377
785	70.50175795
786	70.45504737
787	70.45466852
788	70.42987233
789	70.42743333
790	70.4119271
791	70.403982
792	70.38309177
793	70.35495698
794	70.34006972
795	70.3288535
796	70.31876618
797	70.27579089
798	70.23513279
799	70.2126079
800	70.17218199
801	70.14340965
802	70.07865999
803	70.05630572
804	70.04317253
805	70.00408314
806	69.97362013
807	69.94466303
808	69.91674289
809	69.90727612
810	69.85012577
811	69.8462484
812	69.80095202
813	69.77458589
814	69.76600445
815	69.72327832
816	69.70029958
817	69.65798724
818	69.63315807
819	69.60399139
820	69.57466748
821	69.53668512
822	69.53002795
823	69.52869455
824	69.49948608
825	69.46924421
826	69.4402205
827	69.39687554
828	69.35613746
829	69.35433272
830	69.32066159
831	69.26722238
832	69.2668427
833	69.25328149
834	69.23232728
835	69.2308367
836	69.170539
837	69.16393595
838	69.12342633
839	69.06283331
840	69.03487605
841	68.99258343
842	68.93843866
843	68.92539148
844	68.90884693
845	68.88003161
846	68.8413523
847	68.82746328
848	68.79192486
849	68.76210012
850	68.76165922
851	68.7541893
852	68.70474665
853	68.6845827
854	68.68420854
855	68.66554741
856	68.63804388
857	68.6110002
858	68.556089
859	68.54795713
860	68.52137411
861	68.49386665
862	68.46914577
863	68.46877064
864	68.43596997
865	68.39823208
866	68.39785701
867	68.39748495
868	68.37664442
869	68.35279613
870	68.35169893
871	68.3213845
872	68.29109265
873	68.28850061
874	68.25666035
875	68.21756345
876	68.20986075
877	68.20858925
878	68.16831781
879	68.13867289
880	68.13699293
881	68.09569611
882	68.05732791
883	68.05584976
884	68.05193484
885	68.0308335
886	68.00957254
887	67.97234943
888	67.94597411
889	67.94083963
890	67.91154421
891	67.88182079
892	67.88012861
893	67.83129952
894	67.80057694
895	67.7786154
896	67.75010965
897	67.74627215
898	67.71529906
899	67.68904927
900	67.64080228
901	67.60901926
902	67.58516926
903	67.55836442
904	67.55800969
905	67.53048257
906	67.49426555
907	67.45725941
908	67.45571974
909	67.45535381
910	67.45424654
911	67.42522834
912	67.37738452
913	67.34821758
914	67.27471235
915	67.27258966
916	67.24071751
917	67.21768429
918	67.21553746
919	67.21113326
920	67.1806963
921	67.15383485
922	67.13070441
923	67.0939165
924	67.0711444
925	67.07014656
926	67.04506561
927	67.02327082
928	67.01501523
929	66.98164989
930	66.97689828
931	66.94627222
932	66.91631095
933	66.87743914
934	66.86568501
935	66.84227986
936	66.80894517
937	66.78666505
938	66.77842642
939	66.75133355
940	66.73077341
941	66.68816208
942	66.64803194
943	66.58792602
944	66.56910711
945	66.56873457
946	66.55922967
947	66.55555626
948	66.52887474
949	66.52768552
950	66.50040353
951	66.47655551
952	66.43203706
953	66.41229411
954	66.38806101
955	66.36295192
956	66.35764043
957	66.352008
958	66.33142055
959	66.27778663
960	66.26260839
961	66.23564147
962	66.22191999
963	66.17671507
964	66.14283066
965	66.13520211
966	66.12104734
967	66.11941459
968	66.11012736
969	66.10944081
970	66.06423204
971	66.04321081
972	66.03733686
973	66.01209546
974	65.99371057
975	65.94709788
976	65.92313657
977	65.90356345
978	65.88425217
979	65.84677107
980	65.830108
981	65.82812578
982	65.79904241
983	65.7919506
984	65.7872414
985	65.78653253
986	65.78555621
987	65.76140575
988	65.71993837
989	65.71959432
990	65.65701275
991	65.63753042
992	65.615199
993	65.59051536
994	65.56217937
995	65.55645099
996	65.52116932
997	65.51972197
998	65.50400527
999	65.47542969
1000	65.47145904
1001	65.43246869
1002	65.42884111
1003	65.40665641
1004	65.40314548
1005	65.36802863
1006	65.34296788
1007	65.30948987
1008	65.27128959
1009	65.27060056
1010	65.21466494
1011	65.20608934
1012	65.20360658
1013	65.19371612
1014	65.15407357
1015	65.13661153
1016	65.12453153
1017	65.09382247
1018	65.08433792
1019	65.06011613
1020	65.02642575
1021	65.01730502
1022	65.01701318
1023	64.99390555
1024	64.96600119
1025	64.94686551
1026	64.93904727
1027	64.92696191
1028	64.90000236
1029	64.87328588
1030	64.84878468
1031	64.81740377
1032	64.7770157
1033	64.75016979
1034	64.70999508
1035	64.68453807
1036	64.66118685
1037	64.62534984
1038	64.60448436
1039	64.57396815
1040	64.54240993
1041	64.51386444
1042	64.50934295
1043	64.48554741
1044	64.45854137
1045	64.44471005
1046	64.39219007
1047	64.35825097
1048	64.34488134
1049	64.32343767
1050	64.2938185
1051	64.26668207
1052	64.24246699
1053	64.24030262
1054	64.20939626
1055	64.17632361
1056	64.14865119
1057	64.11778246
1058	64.08465282
1059	64.06652464
1060	64.0416708
1061	64.01714927
1062	63.99138635
1063	63.97879098
1064	63.94064178
1065	63.91959671
1066	63.90016659
1067	63.89683869
1068	63.87645226
1069	63.85436863
1070	63.82980427
1071	63.80575468
1072	63.79447184
1073	63.77030033
1074	63.73659205
1075	63.73349285
1076	63.72101734
1077	63.69154566
1078	63.68387868
1079	63.65994746
1080	63.6341295
1081	63.60079563
1082	63.56644592
1083	63.53137357
1084	63.50817398
1085	63.48494066
1086	63.47023392
1087	63.43621192
1088	63.40983518
1089	63.38519926
1090	63.37687179
1091	63.36669268
1092	63.31030801
1093	63.26155969
1094	63.24777782
1095	63.22677131
1096	63.17275045
1097	63.15268677
1098	63.13603348
1099	63.10153185
1100	63.08109992
1101	63.06554641
1102	63.05397233
1103	63.02050265
1104	62.99318477
1105	62.95281658
1106	62.95206755
1107	62.93508099
1108	62.89625362
1109	62.87327482
1110	62.87056793
1111	62.83766098
1112	62.8147817
1113	62.78608857
1114	62.75722967
1115	62.7368701
1116	62.69242446
1117	62.67266013
1118	62.66137714
1119	62.64135651
1120	62.63573623
1121	62.60673123
1122	62.59913632
1123	62.58302195
1124	62.57086028
1125	62.5478948
1126	62.52181114
1127	62.49895537
1128	62.48497322
1129	62.46400866
1130	62.43105497
1131	62.4008635
1132	62.38186111
1133	62.3605592
1134	62.33578126
1135	62.31095225
1136	62.28558981
1137	62.26587393
1138	62.2580893
1139	62.23468961
1140	62.20614499
1141	62.16547402
1142	62.12954104
1143	62.10908806
1144	62.09822628
1145	62.07828257
1146	62.06968525
1147	62.04861548
1148	62.03415402
1149	61.99839502
1150	61.98132013
1151	61.97408157
1152	61.96038846
1153	61.95177751
1154	61.9158401
1155	61.91521991
1156	61.88125553
1157	61.87708353
1158	61.86680372
1159	61.85576453
1160	61.83110392
1161	61.82105612
1162	61.80397912
1163	61.77658932
1164	61.75291638
1165	61.72933749
1166	61.70738614
1167	61.68831191
1168	61.65890361
1169	61.63607115
1170	61.62236747
1171	61.61238754
1172	61.60991655
1173	61.60228314
1174	61.57122461
1175	61.55394356
1176	61.55066675
1177	61.52924164
1178	61.50719706
1179	61.47981201
1180	61.47672182
1181	61.45070519
1182	61.42132921
1183	61.37270398
1184	61.3711696
1185	61.35073371
1186	61.32551807
1187	61.29304559
1188	61.27392057
1189	61.27328824
1190	61.23833208
1191	61.20548606
1192	61.19024517
1193	61.16402484
1194	61.15569649
1195	61.1398934
1196	61.11722109
1197	61.10498692
1198	61.10228573
1199	61.10153665
1200	61.09364586
1201	61.07970635
1202	61.07734024
1203	61.06236717
1204	61.05009229
1205	61.0176207
1206	60.99300037
1207	60.97638818
1208	60.95327738
1209	60.94028201
1210	60.91254275
1211	60.88347937
